timestamp,Cores,RealAllocatedCores,SystemRealUtilization,SystemUtilization,AllocatedCores,ExceededCores,Decision,CooldownUp,CooldownDown
1651514460,18.336811444635188,640,2.865126788224248,5.730253576448496,320,0,0,0,6
1651514520,18.412762133964435,640,2.876994083431943,5.753988166863886,320,0,0,0,5
1651514580,6.2080042490832605,640,0.9700006639192595,1.940001327838519,320,0,0,0,4
1651514640,8.386408413473557,624,1.343975707287429,2.620752629210487,320,0,0,0,3
1651514700,20.503466666666665,624,3.2858119658119653,6.407333333333333,320,0,0,0,2
1651514760,37.15625258690133,624,5.954527658157264,11.611328933406666,320,0,0,0,1
1651514820,74.60071931366227,624,11.95524347975357,23.31272478551946,320,0,-152,0,0
1651514880,84.00137101046097,624,13.46175817475336,26.250428440769053,320,0,0,0,6
1651514940,103.1401179060422,640,16.115643422819094,32.23128684563819,320,0,0,0,5
1651515000,121.21621138758798,640,18.94003302931062,37.88006605862124,320,0,0,0,4
1651515060,156.22399040672644,640,24.409998501051007,48.819997002102014,320,0,28,0,0
1651515120,185.0824964238293,640,28.919140066223324,57.83828013244665,320,0,92,0,0
1651515180,217.74559277345378,640,34.022748870852155,68.04549774170431,320,0,164,0,0
1651515240,235.76536615374238,640,36.83833846152225,73.6766769230445,320,0,204,0,0
1651515300,216.13946666666666,640,33.771791666666665,67.54358333333333,320,0,164,0,0
1651515360,220.50479913044495,640,34.453874864132025,68.90774972826405,320,0,172,0,0
1651515420,217.02400812902437,640,33.91000127016006,67.82000254032012,320,0,164,0,0
1651515480,231.83697242379293,640,36.22452694121765,72.4490538824353,320,0,196,0,0
1651515540,267.5196279831131,640,41.799941872361416,83.59988374472283,320,0,276,0,0
1651515600,279.11668894817683,640,43.61198264815263,87.22396529630527,320,0,304,0,0
1651515660,280.7075986324512,640,43.8605622863205,87.721124572641,320,0,304,0,0
1651515720,288.9413333333333,640,45.147083333333335,83.02911877394635,348,0,0,4,0
1651515780,283.57519646167844,640,44.308624447137255,81.48712542002255,348,0,0,3,0
1651515840,289.238903981733,640,45.193578747145786,65.73611454130295,440,0,0,4,0
1651515900,293.97391856802386,640,45.93342477625373,48.671178570864875,604,0,0,4,0
1651515960,308.9425242954049,640,48.27226942115701,51.14942455221936,604,0,0,3,0
1651516020,284.63001295696796,640,44.47343952452624,36.67912538105257,776,0,0,4,0
1651516080,279.9447634788831,640,43.74136929357548,29.781357816902453,940,0,0,4,0
1651516140,275.27188883740826,640,43.01123263084504,29.284243493341304,940,0,0,3,0
1651516200,280.42930252837544,640,43.81707852005866,23.061620273715086,1216,0,0,4,0
1651516260,322.1798628111754,640,50.34060356424616,22.817270737335367,1412,0,0,4,0
1651516320,329.6565437646183,640,51.5088349632216,19.21075429863743,1716,0,0,4,0
1651516380,300.4808043019229,640,46.95012567217545,17.51053638123094,1716,0,0,3,0
1651516440,317.7901396088104,640,49.65470931387663,18.51923890494233,1716,0,0,2,0
1651516500,306.79121719082457,640,47.936127686066335,17.878276060071364,1716,0,0,1,0
1651516560,303.95185726428775,640,47.49247769754496,17.712812194888564,1716,0,-1040,0,0
1651516620,333.4617401401134,640,52.10339689689272,49.32865978404045,676,0,68,0,0
1651516680,317.8044067000825,640,49.65693854688789,47.012486198237056,676,0,32,0,0
1651516740,301.7270630599399,640,47.144853603115614,44.63418092602661,676,0,0,0,0
1651516800,295.16039984183305,640,46.11881247528641,43.662781041691275,676,0,0,0,0
1651516860,287.82758791711126,640,44.973060612048634,42.578045549868534,676,0,0,0,0
1651516920,297.2877502709296,640,46.45121097983275,43.97747785072924,676,0,0,0,0
1651516980,320.3977379221457,640,50.06214655033527,47.396115077240495,676,0,36,0,0
1651517040,345.76160878775295,640,54.025251373086405,51.14816698043683,676,0,96,0,0
1651517100,317.0533469555865,640,49.53958546181039,46.901382685737644,676,0,32,0,0
1651517160,308.5397262265482,640,48.20933222289816,45.641971335288204,676,0,12,0,0
1651517220,313.31653850658046,640,48.955709141653195,42.11243797131458,744,0,0,4,0
1651517280,321.206675524659,640,50.188543050727965,43.17294025869072,744,0,0,3,0
1651517340,327.83051864685905,640,51.223518538571724,44.063241753610086,744,0,0,2,0
1651517400,320.50425184905816,640,50.078789351415345,41.30209431044564,776,0,0,4,0
1651517460,292.6478568020578,640,45.72622762532153,37.712352680677554,776,0,0,3,0
1651517520,308.5429408354305,640,48.209834505536016,39.76068825198847,776,0,0,2,0
1651517580,309.21892705767317,640,48.315457352761435,39.84779987856613,776,0,0,1,0
1651517640,303.58067055326853,640,47.434479773948205,37.386782087840956,812,0,0,4,0
1651517700,306.72613333333334,640,47.925958333333334,37.77415435139574,812,0,0,3,0
1651517760,333.69358240918206,640,52.139622251434695,39.53715431388413,844,0,0,4,0
1651517820,295.80105344422407,640,46.218914600660014,31.468197174917456,940,0,0,4,0
1651517880,284.65080930873376,640,44.47668895448965,29.900295095455228,952,0,0,4,0
1651517940,279.249699961666,640,43.632765619010314,29.332951676645592,952,0,0,3,0
1651518000,283.50417193491216,640,44.297526864830026,29.779849993163044,952,0,0,2,0
1651518060,305.0997268176263,640,47.6718323152541,32.0482906321036,952,0,0,1,0
1651518120,330.5049355669972,640,51.641396182343314,34.716904996533316,952,0,-216,0,0
1651518180,305.34826487566386,640,47.710666386822474,41.48753598854128,736,0,0,0,6
1651518240,290.1003890464841,640,45.32818578851314,39.41581372914186,736,0,0,0,5
1651518300,282.6936,640,44.170874999999995,38.40945652173913,736,0,0,0,4
1651518360,280.5945512593546,640,43.84289863427416,38.12425968197753,736,0,0,0,3
1651518420,282.4787793792072,640,44.137309278001126,38.38026893739228,736,0,0,0,2
1651518480,302.45053744215375,640,47.25789647533652,41.09382302203176,736,0,0,0,1
1651518540,302.0858666666667,640,47.20091666666667,41.04427536231884,736,0,0,0,0
1651518600,283.3259918865314,640,44.26968623227053,38.495379332409165,736,0,0,0,0
1651518660,284.8553418949793,640,44.508647171090516,38.70317145312219,736,0,0,0,0
1651518720,283.25346032656097,640,44.25835317602515,38.48552450089144,736,0,0,0,0
1651518780,287.3390744592847,640,44.896730384263236,39.040635116750636,736,0,0,0,0
1651518840,309.0049318021967,640,48.28202059409324,41.984365733994125,736,0,0,0,0
1651518900,310.5180046599223,640,48.51843822811286,42.189946285315536,736,0,0,0,0
1651518960,289.26810350394726,640,45.19814117249176,39.30273145434066,736,0,0,0,0
1651519020,287.1420122375738,640,44.8659394121209,39.013860358366,736,0,0,0,0
1651519080,280.4179863264388,640,43.81531036350606,38.100269881309615,736,0,0,0,0
1651519140,289.58412387317566,640,45.2475193551837,39.34566900450756,736,0,0,0,0
1651519200,306.52013504663813,640,47.89377110103721,41.64675747916279,736,0,0,0,0
1651519260,305.335589850942,640,47.70868591420968,41.4858138384432,736,0,0,0,0
1651519320,297.2935877331289,640,46.45212308330139,40.3931505072186,736,0,0,0,0
1651519380,294.37800311328147,640,45.99656298645023,39.99701129256542,736,0,0,0,0
1651519440,283.87614650422495,640,44.35564789128515,38.57012860111752,736,0,0,0,0
1651519500,296.4195909085444,640,46.31556107946007,40.274400938660925,736,0,0,0,0
1651519560,313.73345659821797,640,49.02085259347156,42.62682834214918,736,0,0,0,0
1651519620,293.91413433335,640,45.92408348958593,39.933985643118206,736,0,0,0,0
1651519680,291.36427674649866,640,45.52566824164042,39.58753760142645,736,0,0,0,0
1651519740,283.84799985282933,640,44.35124997700458,38.56630432783007,736,0,0,0,0
1651519800,279.4539834592588,640,43.664684915509184,37.96929123087755,736,0,0,0,0
1651519860,293.6855833243035,640,45.88837239442242,39.90293251688906,736,0,0,0,0
1651519920,323.0933224846253,640,50.483331638222694,43.898549250628434,736,0,0,0,0
1651519980,295.10973397967234,640,46.11089593432381,40.09643124723809,736,0,0,0,0
1651520040,307.0561286064988,640,47.97752009476544,41.719582691100385,736,0,0,0,0
1651520100,298.7462741309867,640,46.67910533296668,40.59052637649276,736,0,0,0,0
1651520160,297.7264,640,46.51975,40.45195652173913,736,0,0,0,0
1651520220,287.6630535353367,640,44.94735211489636,39.08465401295336,736,0,0,0,0
1651520280,321.3197333333333,640,50.206208333333336,43.65757246376811,736,0,0,0,0
1651520340,296.5621333333333,640,46.33783333333333,40.29376811594202,736,0,0,0,0
1651520400,305.92986167547235,640,47.80154088679255,41.566557292863095,736,0,0,0,0
1651520460,295.4196046643667,640,46.1593132288073,40.138533242441135,736,0,0,0,0
1651520520,302.9832109864835,640,47.34112671663805,41.166197144902654,736,0,0,0,0
1651520580,308.4286666688889,640,48.19197916701389,41.90606884088165,736,0,0,0,0
1651520640,320.8611905713784,640,50.13456102677788,43.595270458067716,736,0,0,0,0
1651520700,294.8109532396682,640,46.064211443698156,40.0558360379984,736,0,0,0,0
1651520760,318.3822740157839,640,49.74723031496623,43.2584611434489,736,0,0,0,0
1651520820,297.49532503283797,640,46.48364453638093,40.4205604664182,736,0,0,0,0
1651520880,295.96119870423394,640,46.243937297536554,40.21211938916222,736,0,0,0,0
1651520940,289.7562529060478,640,45.27441451656997,39.36905610136519,736,0,0,0,0
1651521000,320.0610533379999,640,50.00953958406249,43.486556160054334,736,0,0,0,0
1651521060,293.3910392773213,640,45.842349887081454,39.86291294528822,736,0,0,0,0
1651521120,297.5241464152373,640,46.488147877380825,40.424476415113766,736,0,0,0,0
1651521180,296.2685283597175,640,46.29195755620586,40.25387613583118,736,0,0,0,0
1651521240,288.608,640,45.095,39.21304347826087,736,0,0,0,0
1651521300,291.6217330063588,640,45.56589578224356,39.62251807151614,736,0,0,0,0
1651521360,312.2047847688968,640,48.781997620140125,42.41912836533924,736,0,0,0,0
1651521420,297.2280025686436,640,46.441875401350565,40.38423947943527,736,0,0,0,0
1651521480,293.63468458184883,640,45.88041946591388,39.896016926881636,736,0,0,0,0
1651521540,298.87640990872376,640,46.69943904823809,40.60820786803312,736,0,0,0,0
1651521600,282.38586552838706,640,44.12279148881048,38.36764477287868,736,0,0,0,0
1651521660,298.30652469084566,640,46.610394482944635,40.5307778112562,736,0,0,0,0
1651521720,317.10105270260243,640,49.54703948478163,43.08438216067968,736,0,0,0,0
1651521780,309.19292992220556,640,48.311395300344614,42.009908956821405,736,0,0,0,0
1651521840,294.5307872548371,640,46.0204355085683,40.01777000745069,736,0,0,0,0
1651521900,296.90106829323975,640,46.39079192081871,40.33981906158149,736,0,0,0,0
1651521960,282.0533560396216,640,44.07083688119087,38.322466853209455,736,0,0,0,0
1651522020,284.7967836794294,640,44.49949744991084,38.695215173835514,736,0,0,0,0
1651522080,305.386665626684,640,47.71666650416938,41.49275348188642,736,0,0,0,0
1651522140,294.6278655399812,640,46.035603990622064,40.03095999184527,736,0,0,0,0
1651522200,285.3306416395829,640,44.582912756184825,38.767750222769415,736,0,0,0,0
1651522260,307.7066708265973,640,48.07916731665583,41.80797157970072,736,0,0,0,0
1651522320,293.1798563574696,640,45.80935255585462,39.83421961378663,736,0,0,0,0
1651522380,290.7485383993929,640,45.42945912490514,39.503877499917515,736,0,0,0,0
1651522440,309.54333223332833,640,48.36614566145755,42.057517966484824,736,0,0,0,0
1651522500,310.7880074354167,640,48.56062616178386,42.22663144502945,736,0,0,0,0
1651522560,292.22717755500923,640,45.660496492970196,39.704779559104516,736,0,0,0,0
1651522620,301.95813391554583,640,47.18095842430404,41.02692036896003,736,0,0,0,0
1651522680,295.19960944188017,640,46.12493897529378,40.10864258721198,736,0,0,0,0
1651522740,282.4299628638255,640,44.12968169747273,38.373636258671944,736,0,0,0,0
1651522800,295.1285263151699,640,46.113832236745296,40.098984553691565,736,0,0,0,0
1651522860,299.99639411767976,640,46.87443658088746,40.760379635554315,736,0,0,0,0
1651522920,290.898141093082,640,45.45283454579406,39.524203952864404,736,0,0,0,0
1651522980,305.8503856932582,640,47.789122764571594,41.55575892571443,736,0,0,0,0
1651523040,296.93254636867164,640,46.39571037010494,40.3440959740043,736,0,0,0,0
1651523100,293.4529082551376,640,45.852016914865246,39.871319056404566,736,0,0,0,0
1651523160,293.18549441953746,640,45.81023350305273,39.83498565482846,736,0,0,0,0
1651523220,294.3069320530725,640,45.98545813329258,39.987354898515285,736,0,0,0,0
1651523280,286.231595637238,640,44.723686818318434,38.890162450711685,736,0,0,0,0
1651523340,283.51876979274596,640,44.29980778011656,38.52157198271005,736,0,0,0,0
1651523400,293.18919623771507,640,45.81081191214298,39.83548861925477,736,0,0,0,0
1651523460,282.7693606217674,640,44.18271259715116,38.41975008447927,736,0,0,0,0
1651523520,289.9305239220654,640,45.30164436282272,39.39273422854149,736,0,0,0,0
1651523580,303.3008,640,47.39075,41.209347826086955,736,0,0,0,0
1651523640,285.1528,640,44.555125000000004,38.74358695652174,736,0,0,0,0
1651523700,288.5243899176097,640,45.081935924626514,39.201683412718715,736,0,0,0,0
1651523760,303.15693779770334,640,47.36827153089115,41.189801331209694,736,0,0,0,0
1651523820,288.1122450307505,640,45.017538286054766,39.14568546613458,736,0,0,0,0
1651523880,287.26855867068883,640,44.88571229229513,39.031054167213156,736,0,0,0,0
1651523940,302.0601302599488,640,47.196895353117,41.04077856792782,736,0,0,0,0
1651524000,280.81973192388324,640,43.87808311310676,38.1548548809624,736,0,0,0,0
1651524060,283.4328002000033,640,44.28637503125052,38.50989133152219,736,0,0,0,0
1651524120,300.2701331244479,640,46.91720830069499,40.79757243538694,736,0,0,0,0
1651524180,286.65706684889193,640,44.79016669513937,38.94797103925162,736,0,0,0,0
1651524240,283.05197701740286,640,44.226871408969195,38.458149051277566,736,0,0,0,0
1651524300,300.89413362219557,640,47.01470837846806,40.882355111711355,736,0,0,0,0
1651524360,281.04574245096865,640,43.91339725796385,38.18556283301204,736,0,0,0,0
1651524420,286.2933555904278,640,44.73333681100434,38.89855374869943,736,0,0,0,0
1651524480,293.7109236620095,640,45.892331822188986,39.90637549755564,736,0,0,0,0
1651524540,295.5050744797162,640,46.17266788745565,40.150145989091875,736,0,0,0,0
1651524600,284.66293586197645,640,44.47858372843382,38.67702932907289,736,0,0,0,0
1651524660,306.66879554214916,640,47.916999303460805,41.66695591605287,736,0,0,0,0
1651524720,290.2532236454844,640,45.35206619460694,39.436579299658206,736,0,0,0,0
1651524780,294.976499722884,640,46.090078081700625,40.078328766696195,736,0,0,0,0
1651524840,306.2054591579029,640,47.84460299342233,41.60400260297594,736,0,0,0,0
1651524900,314.05466666666666,640,49.071041666666666,42.670471014492755,736,0,0,0,0
